quality_tier,quality_score,registry_journal,title,year,doi,url,rights_class,topics,dossier_use_buckets,matched_query,abstract
A,11,Journal of Cosmetic Dermatology,Novel laser hair removal in all skin types,2023,10.1111/jocd.15674,https://doi.org/10.1111/jocd.15674,unknown,lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance,laser hair removal,"Abstract Background Laser has been long accepted as a solution for excess or unwanted hair growth yet traditional lasers are not always ideal for safe and effective outcome for all skin types and hair characteristics. A diode laser module combining three wavelengths (755, 810, and 1064 nm) in a single pulse was developed to provide a fast and long‐term solution for subjects with various profiles. Aims To evaluate the safety and efficacy of a Triple wavelength diode laser module for hair removal treatment in all skin types (Fitzpatrick I–VI). Subjects and methods This was a prospective, dual centered, single‐arm study. Subjects were treated with a novel diode laser module. Thirty‐six subjects were enrolled, sixteen with Fitzpatrick skin types I–IV (46%) and twenty with Fitzpatrick skin types V–VI (54%). Treatment areas were axilla and bikini lines. Subjects underwent 4 treatment sessions at 6 weeks ± 5 days intervals and attended a follow‐up visit 3 months after the last treatment session. 2D digital photographs were taken at baseline and at the follow‐up visit, and a hair count was conducted by three blinded evaluators. Results A significant reduction in hair count between baseline and the 3‐month follow‐up visit was observed in both axilla and bikini lines for all skin types. The mean hair reduction was 41.5 ± 19.4% and 48.1 ± 20.9% in the axilla and bikini line, respectively. A significant hair reduction was also observed within skin type groups; mean hair reduction 45.5 ± 16.9% and 40.3 ± 17.2% in skin types I–IV and V–VI, respectively, indicating similar efficacy for both light and dark skin types. No serious adverse events were reported. Conclusions This study demonstrates that the Soprano Titanium laser platform is safe and effective for hair removal treatment in all skin types."
A,11,Journal of Cosmetic Dermatology,Patient satisfaction of microfocused ultrasound treatments on the face and neck laxity: A narrative review,2023,10.1111/jocd.15766,https://doi.org/10.1111/jocd.15766,unknown,rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,microfocused ultrasound skin laxity,"Abstract Background Microfocused ultrasound with visualization (MFU‐V) delivers focused ultrasound energy to heat tissue and has emerged as a fast and effective noninvasive method for treating skin laxity. After obtaining approval in 2009 by the Food and Drug Administration, satisfactory feedback was recorded using several scoring systems for MFU‐V treatment for facial and neck laxity. Aim To evaluate the efficacy and satisfaction rates of MFU‐V for facial and neck laxity treatment by providing a basis for developing a validated scoring system for MFU‐V treatment. Method A constrictive survey was carried out by selecting relevant publications on MFU‐V treatment of facial and neck laxity using PubMed, Medline, and Embase electronic databases from January 2017 to March 2022. Results Of the 11 original articles used in this review, the majority of the scoring methods used were the subjective global aesthetic improvement scale and the 5‐point scale rating global aesthetic improvement in appearance. Around half of the patients were described as much improved or very much improved on days 30 and 90, while most returned to baseline on Day 360. Most of the adverse events reported were mild bruising, redness, and pain. None of the patients reported serious adverse events. A burn occurred in one case because of improper application of the probe. Conclusion The MFU‐V provides excellent and promising responses for treating facial and neck laxity. A few mild events were observed, such as erythema, pain, edema, and injection‐site induration, all of which resolved within approximately 2–3 days."
A,11,Journal of Cosmetic Dermatology,Persistent Nodules on Necklines Following Hyaluronic Acid Filler: A Case Report,2025,10.1111/jocd.70442,https://doi.org/10.1111/jocd.70442,unknown,dermal_fillers; lasers_energy_devices; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,hyaluronic acid filler complication,"ABSTRACT Background Necklines are a common complaint in patients as they are a sign of aging. Hyaluronic acid (HA) fillers are widely used to address volume loss and linear depressions. HA fillers are safe, effective, and versatile, but their use for necklines is not well‐documented in the literature. Aims To report a rare case of persistent, treatment‐resistant early‐onset nodules in the neck follwoing HA ""skin booster"" filler injection. Furthermore, to highlight the importance of injector expertise as this complication often arises from technical error. Patient/Methods A 40‐year‐old woman presented with nodules on the neck following HA ""skinbooster"" filler (Restylane Vital; Galderma; Sweden). The nodules were firm, non‐tender, non‐inflamed, and located in the superficial layer of the skin, suggesting that a superficial injection of the filler had been performed. She reported undergoing five separate sessions of hyaluronidase, yet no improvement was observed and the nodules persistent for 6 months afterwards. Results At 1 week, significant reduction in neck nodules after 300 IU/mL of hyaluronidase was injected. The patient reported high satisfaction with the outcome. Conclusions This case highlights the importance of injector expertise and technique, especially when treating critical areas like the neck. Moreover, further research is needed to determine the optimal protocol for persistent and treatment‐resistant complications such as this case."
A,11,Journal of Cosmetic Dermatology,Personalized video consent in Blepharoplasty: A new paradigm in the preoperative consent giving process,2021,10.1111/jocd.14172,https://doi.org/10.1111/jocd.14172,unknown,dermal_fillers; lasers_energy_devices; practice_safety,clinical_gateway_source; safety_floor; sales_education_support,informed consent aesthetic practice,"Abstract Background Informed consent is not simply the signing of a form by the patient but more significantly, a process of an in‐depth communication between the doctor and the patient. Aim The written informed consent process typically involves reading a lengthy document involving the medical terms which at times lead to misinterpretation. Therefore, the current research envisages assessing the effectiveness and acceptability of the video consent tool athwart the traditional written consent procedure. Methods A retrospective questionnaire study was carried out with 30 patients posted for Blepharoplasty surgery between ages of 18–50 years. They were divided into two groups randomly. All the participants were given written consent. Video consent was taken additionally for group 2 subjects. All the participants received pre‐validated questionnaire. The evaluation scale used was a 5‐point Likert scale. Results People with video consent group were more satisfied with the consent process. It was noted that all the patients who received video consent were happier and understood the consent process better than patients with written consent only. Conclusion The inference drawn from our study depicts that video consent is not just easy to understand and clarifies the doubts associated with the surgery but also significantly reduces the anxiety of the patient preoperatively. Also, in other ‘quality of life’ improving cosmetic procedures including rhinoplasty, face lift surgeries, jaw surgeries, botox, fillers, lasers etc., video consenting tool can be used to a maximum benefit. It is strongly recommended to adopt the practice of taking video consent format in all forms of cosmetic procedures."
A,11,Journal of Cosmetic Dermatology,Plasma rich in growth factor gel as an autologous filler for facial volume restoration,2020,10.1111/jocd.13322,https://doi.org/10.1111/jocd.13322,unknown,dermal_fillers; glp1_aesthetics,clinical_gateway_source; safety_floor; sales_education_support,GLP-1 facial volume loss,"Abstract Background Skin aging is characterized by moderate to severe wrinkles, laxity, roughness, and volume loss as a result of cutaneous atrophy and connective tissue degradation. Plasma rich in growth factor gel (PRGF‐gel) is a novel formulation obtained from the patient's own blood that has demonstrated optimal biomechanical and bioactive properties for soft tissue restoration. Objectives Following a retrospective design, the clinical safety and efficacy of PRGF‐gel for facial volume restoration and skin rejuvenation were evaluated. Methods Twenty women clinically diagnosed for aged skin symptoms were treated with PRGF‐gel. Participants received an individualized regimen depending on their therapeutic needs. At the end of the follow‐up periods, clinical performance analysis was evaluated by standardized macrophotographs along with clinical and patient surveys based on Likert's scales. Results Based on their initial expectations, patients referred to be highly satisfied after PRGF‐gel treatment in terms of fine line amelioration, wrinkle reduction, and sagging improvement (overall satisfaction of 8/10). Pre/post‐photograph clinical evaluation showed an improvement of 2.5/3 and patients presented a noticeable face rejuvenation due to the soft tissue augmentation effect which was translated into surface texture softening and tone recovery. Conclusions Although additional randomized clinical trials should be carried out, this study provides preliminary data supporting the use of PRGF‐gel for facial volume restoration."
A,11,Journal of Cosmetic Dermatology,Platelet‐rich plasma treatment for melasma: A pilot study,2020,10.1111/jocd.13157,https://doi.org/10.1111/jocd.13157,unknown,regenerative_prp; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,melasma aesthetic treatment,"Abstract Background Melasma treatments have varying success and are associated with some complications. Aims To assess the effectiveness of platelet‐rich plasma (PRP) treatment for melasma. Methods Ten female patients with bilateral mixed‐type melasma were enrolled in our randomized, split‐face, single‐blinded prospective trial. Over 4 treatment sessions that each took place every 2 weeks, PRP was injected intradermally on one side of the face (PRP condition) and normal saline on the other (control condition). PRP was prepared by using the YCELLBIO Kit ® . Outcomes were evaluated with the modified Melasma Area and Severity Index (mMASI), Mexameter ® , and Antera ® 3D. Patient satisfaction was also assessed at baseline, at 2, 4, and 6 weeks, and 1 month after treatment completion. Results mMASI score and Antera ® 3D‐assessed melanin levels show significant improvement in the PRP condition than control condition between baseline and week 6, while patient satisfaction significantly increased over time. However, Mexameter ® ‐assessed erythema and melanin indices did not significantly differ between the control and PRP conditions, though there was a trend toward reduced pigmentation in the latter. Finally, side effects of treatment were mild and resolved spontaneously within a few days. Conclusion This is the first randomized, placebo‐controlled trial study using PRP for treatment of melasma. PRP injection significantly improved melasma within 6 weeks of treatment in terms of mMASI scores, patient satisfaction, and Antera ® ‐assessed melanin levels. Hence, intradermal PRP injection could be used as an alternative or adjuvant therapy for melasma. However, additional trials are needed for more rigorous evaluation of its long‐term efficacy and safety."
A,11,Journal of Cosmetic Dermatology,Polycaprolactone‐based dermal filler complications: A retrospective study of 1111 treatments,2020,10.1111/jocd.13518,https://doi.org/10.1111/jocd.13518,unknown,dermal_fillers; lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,dermal filler aesthetic,"Abstract Background Aging signs can be corrected through volume restoration in multiple soft tissue layers and in the supraperiosteal plane using hyaluronic acid (HA) or nonhyaluronic acid (non‐HA) fillers. The non‐HA bioresorbable polycaprolactone (PCL)‐based filler with collagen‐stimulating properties has a proven safety profile, but rare potential complications such as nodules and granuloma can occur. Furthermore, PCL‐based fillers cannot be immediately removed by injection of an enzyme. These potential drawbacks have yet to be described in the literature. Aims The author performed 1111 treatments between 2015 and 2018. This study aims to review and analyze these treatments to ascertain the complication rates of the PCL‐based filler. Suggestions for complication prevention and management are also discussed. Methods 780 patients treated with the PCL‐based filler were reviewed by the physician between April 2015 and May 2018. During this period, 5595 syringes were used in 1111 treatments. All complication data were acquired by phone interviews, reports by patients, or observation at follow‐up visits. Complications were subdivided into early‐onset (occurring up to 2 weeks after treatment) and late‐onset events (occurring more than 2 weeks to years after treatment). Results Among the 1111 treatments, there were 50 cases (4.5%) of edema that lasted longer than 2 weeks, 30 cases (2.7%) of bruising, 8 cases (0.72%) of malar edema, 5 cases (0.45%) of temporarily palpable lumps and 2 cases (0.18%) of discoloration. There were no cases of intravascular injection, nodules/granulomas, or infection. Conclusion The complication rate of the PCL‐based filler was found to be low, and there were no cases of intravascular injection, nodules, and/or granulomas during the 3‐year observation. Longer‐lasting edema was associated with a higher injection volume and malar edema was related to lymphatic compression."
A,11,Journal of Cosmetic Dermatology,Polynucleotide Injection for Enlarged Pores: Comparison of Intradermal Needle and Subdermal Cannula Techniques in a Randomized Split‐Face Trial,2026,10.1111/jocd.70946,https://doi.org/10.1111/jocd.70946,unknown,regenerative_prp,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,polynucleotide aesthetic,"ABSTRACT Background Enlarged facial pores are a common cosmetic concern among Asians. Polynucleotides (PN) show potential for skin rejuvenation and pore reduction; however, the optimal delivery approach remains unclear. Objectives To compare the efficacy, safety, and patient satisfaction of PN injections administered using two technique‐based approaches: an intradermal needle technique (needle technique) and a subdermal cannula technique (cannula technique) for enlarged facial pores. Methods A randomized, split‐face, evaluator‐blinded clinical trial was conducted in 30 participants. Each underwent three PN treatments at 4‐week intervals, with the needle technique applied to one side and the cannula technique to the contralateral side. Quantitative assessments included pore volume, skin texture, sebum level, and hydration. Blinded dermatologists and participants performed visual evaluations. Results The needle technique significantly reduced mean pore volume from 1.48 mm 3 at baseline to 1.10, 0.93, and 0.88 mm 3 at months 3, 4, and 5, respectively. The cannula technique demonstrated comparable reductions from 1.27 mm 3 to 0.94 and 0.82 mm 3 at months 4 and 5, with no significant difference between techniques. Skin texture improved by 15.45% and 12.89%, respectively. Hydration and sebum showed no significant changes. The needle technique was associated with higher pain scores and more frequent minor adverse events. Conclusions Both techniques improved pore appearance and skin texture with comparable efficacy and acceptable safety. The needle technique showed a trend toward earlier improvement, whereas the cannula technique demonstrated greater tolerability. Findings reflect comparison of two clinical delivery approaches rather than isolated device effects. Trial Registration This study was registered in Clinical Trials (TCTR20240716010), available at www.thaiclinicaltrials.org"
A,11,Journal of Cosmetic Dermatology,Prospective Observational Study of Polynucleotide Injections for Periorbital Rhytides,2026,10.1111/jocd.70736,https://doi.org/10.1111/jocd.70736,unknown,regenerative_prp,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,polynucleotide aesthetic,"ABSTRACT Introduction Polynucleotides (PN), derived from salmon sperm DNA, are highly purified DNA fragments with reported tissue‐repair and anti‐inflammatory properties mediated through adenosine A2A receptor activation. These agents have been increasingly used in aesthetic dermatology for skin rejuvenation and scar treatment. This study aimed to evaluate longitudinal changes in periorbital appearance and patient‐reported outcomes following intradermal polynucleotide injections. Methods This prospective observational case series included patients presenting for undereye rejuvenation who received intradermal injections of absorbable polynucleotides (7.5 mg/mL; Pluryal Silk, MD Skin Solutions, Luxembourg), with a total volume of 2 mL per session. Outcomes were assessed using validated FACE‐Q patient‐reported questionnaires at baseline and at 1, 3, and 6 months following treatment. Adverse events were assessed 2 days after each treatment session. Statistical analysis was performed using paired t ‐tests. Results Forty‐two patients were included. Significant improvements in lower eyelid and crow's feet appraisal scores were observed at all follow‐up time points compared with baseline ( p < 0.001). The greatest improvements and highest patient satisfaction were observed at 3 months following two treatment sessions. Reported adverse events were minimal. Conclusion In this prospective observational cohort, intradermal polynucleotide injections were associated with improvements in periorbital appearance and patient‐reported satisfaction over baseline, with minimal adverse events. These findings support further controlled studies to confirm efficacy and refine treatment protocols."
A,11,Journal of Cosmetic Dermatology,Prospective and randomized comparative study of calcium hydroxylapatite vs calcium hydroxylapatite plus HIFU in treatment of moderate‐to‐severe acne scars,2021,10.1111/jocd.13472,https://doi.org/10.1111/jocd.13472,unknown,combination_therapy; dermal_fillers; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; combination_observation; timing_maintenance,calcium hydroxylapatite filler,"Abstract Background Acne scars are the most common sequelae of the severe inflammatory process of acne, and its managing is a challenge. Objective of this study was to assess safety and effectiveness of calcium hydroxylapatite monotherapy and its association with high‐intensity microfocused ultrasound for treating moderate‐to‐severe atrophic acne scars. Methods Women with moderate‐to‐severe atrophic scars of the face were enrolled on the study. Assessments were made by digital macrophotographs, Vectra H2, and Antera 3D. Results From October to December 2019, twenty women which fitted the inclusion criteria signed a consent form and received 3.0 mL of calcium hydroxylapatite and after 4 weeks, 400 lines of HIFU. No major side effects were reported during the study, and all patients completed the follow‐up after 6 months. At 1 month, patients treated with calcium hydroxylapatite (group 1) improved wrinkles and skin texture compared to placebo (group 2). At 3 and 6 months, all patients improved acne scars. Conclusion Our study showed that that both calcium hydroxylapatite and HIFU in monotherapy were safe and effective treatments for atrophic scar acne. Calcium hydroxylapatite was clinically effective when compared with placebo, though the combination of calcium hydroxylapatite and HIFU did not enhance the clinical efficacy compared to monotherapy."
A,11,Journal of Cosmetic Dermatology,Radial shockwave therapy for male erectile rejuvenation in a dermatology and/or medical aesthetic practice,2019,10.1111/jocd.13022,https://doi.org/10.1111/jocd.13022,unknown,practice_safety,clinical_gateway_source; safety_floor; sales_education_support; structured_taxonomy_support,informed consent aesthetic practice,"Abstract Introduction Erectile dysfunction is defined as the inability to achieve and maintain an erection to satisfactorily complete intercourse. Treatment depends on the cause and includes phosphodiesterase 5 inhibitor medications, penile pumps, implants, and surgery. Low‐intensity shockwave therapy has been shown to be effective and safe for the treatment of erectile dysfunction. Objective We explored the role of low‐intensity radial shockwave therapy for erectile dysfunction treatment in a dermatology and/or medical aesthetic practice setting. Materials and Methods A literature review was conducted on radial low‐intensity shockwave technology in use for erectile rejuvenation to explore its positioning, safety, efficacy, tolerability, subject satisfaction, and usability in a dermatology and/or medical aesthetic setting. Results Low‐intensity shockwave therapy was shown to be effective in subjects with organic erectile dysfunction, and the treatment effect was maintained for up to 2 years post‐treatment. The treatment is reported to be safe and well‐tolerated and have little downtime. Many dermatologists use low‐intensity shockwave therapy for the treatment of cellulite and other conditions. This type of treatment is now available for erectile dysfunction and seems an attractive and safe option for subjects with organic vascular erectile dysfunction. Conclusions Studies and clinical experience suggest that male erectile rejuvenation using low‐intensity radial shockwave therapy seems an attractive option. The treatment can be safely, and effectively, delivered by trained staff as part of the total package that is available to men in a dermatology and/or medical aesthetic practice."
A,11,Journal of Cosmetic Dermatology,Radiofrequency Microneedling for Facial Rejuvenation: A Systematic Review,2026,10.1111/jocd.70845,https://doi.org/10.1111/jocd.70845,unknown,practice_safety; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support,radiofrequency microneedling aesthetic,"ABSTRACT Background Radiofrequency microneedling (RFMN) is a prominent minimally invasive treatment for facial rejuvenation. While individual studies report positive outcomes, a comprehensive synthesis of evidence across efficacy, safety, and patient satisfaction is lacking. Objectives To synthesize evidence on the aesthetic, safety, tolerability, and psychological outcomes of RFMN for facial rejuvenation. Methods We conducted this systematic review in accordance with PRISMA and JBI guidelines. We systematically searched four electronic databases (PubMed, Embase, CENTRAL, LILACS) for studies published between 2015 and 2025. We included 22 studies. We assessed risk of bias using a JBI tool and conducted a thematic synthesis of aesthetic outcomes, patient satisfaction, and safety. We evaluated confidence in the findings using the GRADE‐CERQual approach. Results Our synthesis of 20 studies (558 participants) found that RFMN treatments consistently improved aesthetic outcomes, with significant improvements in skin texture and tightening supported by high Global Aesthetic Improvement Scale scores. We found a favorable safety profile, where adverse events were predominantly mild and transient (erythema and edema were most common), and no serious complications were reported. Pain was typically mild to moderate and well‐tolerated. Patient satisfaction was remarkably high, with most studies reporting rates exceeding 90%, which was strongly correlated with the procedure's efficacy and minimal downtime. Conclusion The synthesis of evidence indicates that RFMN is an effective and well‐tolerated intervention for facial rejuvenation, characterized by robust clinical outcomes and exceptionally high patient satisfaction. These findings solidify its role as a cornerstone treatment in modern aesthetic practice. Trial Registration PROSPERO Registration number: CRD420251152380"
A,11,Journal of Cosmetic Dermatology,"Randomized, evaluator‐blinded comparative study of a potassium titanyl phosphate (KTP) 532‐nm picosecond laser and an alexandrite 755‐nm picosecond laser for the treatment of solar lentigines in Asians",2022,10.1111/jocd.14831,https://doi.org/10.1111/jocd.14831,unknown,lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance,picosecond laser aesthetic,"Abstract Background Various pigment‐specific lasers can be used to treat solar lentigines. However, the most effective treatment options remain to be explored to reduce complications, such as postinflammatory hyperpigmentation, especially in dark‐skinned patients. Objectives This study aims to compare the efficacy and safety between the KTP 532‐nm picosecond laser and the alexandrite 755‐nm picosecond laser for the treatment of solar lentigines in Asians. Materials and Methods Thirty patients who had at least two solar lentigines on their arms were enrolled. A total of 30 paired lentiginous lesions were randomly selected for a single treatment with either a KTP 532‐nm picosecond laser or an alexandrite 755‐nm picosecond laser. Mean luminance score (L*) was evaluated at baseline and at 6 and 12 weeks to determine treatment efficacy. Improvement was assessed by a blinded physician using a 5‐point score. Satisfaction was rated by patients using a visual analog scale. All adverse events were documented. Results All 30 patients completed the study. Both lasers showed significant improvement in mean L* from baseline ( p < 0.001). With the parameter settings employed, lesions treated with the alexandrite 755‐nm picosecond laser showed greater improvement in mean L* when compared with treatment with the KTP 532‐nm picosecond laser at 12 weeks follow‐up ( p = 0.002). According to physician scoring, more than 50% improvement was observed in 25 and 19 lesions of the alexandrite 755‐nm picosecond laser group and the KTP 532‐nm picosecond laser group, respectively. Adverse events did not differ between groups. A significantly higher satisfaction score was observed with the alexandrite 755‐nm picosecond laser at the last visit ( p = 0.038). Conclusion Both types of picosecond laser may be used to treat solar lentigines. Proper treatment settings and endpoint observation are the most important factor to achieve a successful outcome."
A,11,Journal of Cosmetic Dermatology,"Remodeling of periorbital, temporal, glabellar, and crow's feet areas with hyaluronic acid and botulinum toxin",2014,10.1111/jocd.12082,https://doi.org/10.1111/jocd.12082,unknown,combination_therapy; dermal_fillers; injectables_neurotoxins,clinical_gateway_source; safety_floor; combination_observation; timing_maintenance; structured_taxonomy_support,glabellar lines botulinum,"Summary Botulinum toxins are currently used to reduce facial muscle activity, and hyaluronic acid is used to correct volume loss. This study evaluates the combination of abobotulinumtoxinA (Dysport) and hyaluronic acid 20 mg/ mL (Perlane) for rejuvenating specific areas of the upper face. Subjects ( n = 20) with mild to moderate temporal volume loss as well as glabellar and/or periorbital rhytids were enrolled in this single‐center, open‐label, nonrandomized pilot study. Subjects were randomly assigned a number and treated with hyaluronic acid, divided between temporal and glabellar region, and abobotulinumtoxinA in the periorbital and glabellar region. A 1‐month touch‐up was given if needed. Subjects were evaluated by the investigator, and each subject completed a questionnaire at baseline and at 3, 6, and 9 months after treatment. For glabellar lines and crow's feet, median grades decreased from baseline at 1 month and at 3 months, but returned to baseline values at 6 months. For temporal assessments, the median grade decreased from baseline at 1, 3, and 6 months and returned to baseline at 9 months. Similar trends were observed in subjects’ perceived age, perceived social and professional limitations, and desire to alter their facial appearance. Among subjects previously treated with botulinum toxin alone, 64% rated the combination treatment said “superior.” Adverse effects were mild and transient. The combination of abobotulinumtoxinA and hyaluronic acid appears to rejuvenate the periorbital, temporal, glabellar, and crow's feet areas with minimal adverse effects."
A,11,Journal of Cosmetic Dermatology,Retrospective photographic review of nontattoo indications treated by picosecond laser,2020,10.1111/jocd.13285,https://doi.org/10.1111/jocd.13285,unknown,lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support,picosecond laser aesthetic,"Abstract Background Picosecond (PS) lasers were approved by the US FDA in 2012 after being shown to remove tattoos with more success and fewer treatments compared with traditional methods. PS lasers were shown to be versatile, indicated for the treatment of lentigines, café‐au‐lait macules (CALMs), and acne scars and skin rejuvenation. Objective We report our experience treating our patients for different indications using a PS laser. Methods We performed a retrospective chart and photographic review of all patients seen between 2016 and 2018 that were treated in our centers with a PS laser for nontattoo indications. Clinical outcomes were evaluated using side‐by‐side comparisons of the clinical photographs by two blinded, independent physicians using a visual analog scale consisting of six levels of treatment response. Results A total of 233 patients were studied. Most sought treatment for solar lentigo (27%) and skin rejuvenation (14%). Epidermal nevi exhibited the greatest improvement with treatment, while acne scarring demonstrated the least. Only 24% of patients experienced noteworthy, transient adverse effects. Conclusion Picosecond lasers were efficacious and safe for a variety of indications. They were effective in treating epidermal nevi and pigmented lesions, such as Lentigines and CALMs."
A,11,Journal of Cosmetic Dermatology,Spontaneous resolution of eruptive papules following ablative laser resurfacing—Case report and review of <scp>laser‐associated</scp> eruptive keratoacanthomas,2024,10.1111/jocd.16182,https://doi.org/10.1111/jocd.16182,unknown,lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support,laser resurfacing aesthetic,"Abstract Background Keratoacanthomas (KAs) following laser treatment are a rare, but well‐described entity. Aim Herein, we describe a case of eruptive keratoacanthoma (KA) following laser resurfacing treatment and aim to better characterize laser‐associated KAs. Methods A literature search was performed on PubMed reviewing laser‐associated KAs including various characteristics: epidemiology, history of skin cancer, location, and number, type of laser, as well as the management and outcome. Results Fractional ablative was the most common type of laser triggering KAs, and most cases presented within the first month following treatment. The majority of cases of laser‐induced KA had a prior history of a malignant or premalignant skin neoplasm. Laser‐induced KAs were treated using modalities similar to KAs arising in other contexts. Conclusion Clinicians need to be knowledgeable and prepared to understand, and manage complications following laser treatments, as rare as they may be, including KAs."
A,11,Journal of Cosmetic Dermatology,Successful treatment of submental fat using a non‐focused pulsed ultrasound,2023,10.1111/jocd.15745,https://doi.org/10.1111/jocd.15745,unknown,body_contouring; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,submental fat deoxycholic acid,"Abstract Background The prevalence of non‐invasive aesthetic treatments is increasing, with patients demanding easier, safer, and more effective non‐invasive cosmetic procedures. Submental fat is usually addressed using liposuction, which is associated with significant adverse events and a long recovery. Although newer, non‐invasive submental fat treatments are gaining popularity, they are often complex, require frequent injections, or have adverse side effects. Aims Assess the safety and efficacy of vacuum‐assisted acoustic wave technology for treating submental. Patients/Methods Fourteen female patients underwent a total of three weekly 15‐min treatments using ultrasound with a 40 mm bell‐shaped sonotrode. Improvement in submental fat was assessed 3 months after the final treatment using questionnaires for the patients and physicians. Two blinded dermatologists rated each patient using the Clinician‐Reported Submental Fat Rating Scale (CR‐SMFRS) 5‐point scale. Results Both physicians rated a significant improvement in all 14 patients. Furthermore, self‐evaluation of the 14 patients on a 1 to 5 satisfaction scale averaged 2.14, indicating that most patients were somewhat satisfied. Conclusion This study demonstrates that a three‐treatment course with an acoustic wave ultrasound applicator with 1‐week intervals leads to a significant reduction in submental fat and can be used as a novel, efficient treatment paradigm."
A,11,Journal of Cosmetic Dermatology,The Effect of Diluted Deoxycholic Acid on Arm Fat Reduction: Evaluation of Its Potential in Minimally Invasive Fat Loss Treatment,2025,10.1111/jocd.70088,https://doi.org/10.1111/jocd.70088,unknown,body_contouring; lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,submental fat deoxycholic acid,"ABSTRACT Background Deoxycholic acid (DCA) at a concentration of 10 mg/mL is commonly used for localized fat reduction, but its application in larger areas like the upper arm can lead to higher costs and discomfort. Diluting DCA may provide a cost‐effective solution with reduced pain while still maintaining efficacy. Objective This case series aims to evaluate the efficacy, safety, and overall cost‐effectiveness of diluted DCA injections at concentrations of 5 mg/mL and 2.5 mg/mL for upper arm fat reduction. Methods Four healthy adult females received subcutaneous injections of either 5 mg/mL or 2.5 mg/mL DCA, administered three times at four‐week intervals. Arm circumference and subcutaneous fat thickness were measured at baseline and at 4, 8, 12, and 20 weeks using tape measures and ultrasonography. Pain levels and patient satisfaction were also assessed to gauge the overall balance between treatment efficacy, side effects, and costs. Results Both 5 mg/mL and 2.5 mg/mL concentrations led to significant reductions in subcutaneous fat thickness, with the 5 mg/mL group showing slightly greater reductions. However, changes in arm circumference were minimal across both groups. Pain levels were higher in the 5 mg/mL group, while the 2.5 mg/mL group experienced less discomfort. Importantly, both concentrations demonstrated a balance between efficacy and treatment cost, with the diluted solutions providing a less invasive alternative to the standard 10 mg/mL concentration. Conclusion This case series represents diluted DCA injections, both at 5 mg/mL and 2.5 mg/mL, offering viable minimally invasive options for upper arm fat reduction. While the 5 mg/mL concentration shows slightly greater efficacy, the 2.5 mg/mL option may offer a more comfortable treatment experience. The choice of concentration can be tailored to patient priorities, balancing fat reduction, pain tolerance, and cost considerations."
